train_loss,train_elbo_loss,epoch,step
0.39638108015060425,0.39638108015060425,0,127
0.2359163761138916,0.2359163761138916,1,255
0.2030784785747528,0.2030784785747528,2,383
0.19426706433296204,0.19426706433296204,3,511
0.19012898206710815,0.19012898206710815,4,639
0.19185976684093475,0.19185976684093475,5,767
0.1797732263803482,0.1797732263803482,6,895
0.17565231025218964,0.17565231025218964,7,1023
0.17446260154247284,0.17446260154247284,8,1151
0.17252400517463684,0.17252400517463684,9,1279
0.17705032229423523,0.17705032229423523,10,1407
0.16731657087802887,0.16731657087802887,11,1535
0.1674833446741104,0.1674833446741104,12,1663
0.1674879789352417,0.1674879789352417,13,1791
0.16568998992443085,0.16568998992443085,14,1919
0.16285620629787445,0.16285620629787445,15,2047
0.16131696105003357,0.16131696105003357,16,2175
0.1615496277809143,0.1615496277809143,17,2303
0.16255731880664825,0.16255731880664825,18,2431
0.16218078136444092,0.16218078136444092,19,2559
0.16198141872882843,0.16198141872882843,20,2687
0.15766344964504242,0.15766344964504242,21,2815
0.1616469770669937,0.1616469770669937,22,2943
0.1632399708032608,0.1632399708032608,23,3071
0.15794426202774048,0.15794426202774048,24,3199
0.15930110216140747,0.15930110216140747,25,3327
0.15462978184223175,0.15462978184223175,26,3455
0.15132446587085724,0.15132446587085724,27,3583
0.15354019403457642,0.15354019403457642,28,3711
0.14956696331501007,0.14956696331501007,29,3839
0.1557684987783432,0.1557684987783432,30,3967
0.15282215178012848,0.15282215178012848,31,4095
0.1541222780942917,0.1541222780942917,32,4223
0.1527833491563797,0.1527833491563797,33,4351
0.1534031629562378,0.1534031629562378,34,4479
0.15275730192661285,0.15275730192661285,35,4607
0.15022388100624084,0.15022388100624084,36,4735
0.149677112698555,0.149677112698555,37,4863
0.14851148426532745,0.14851148426532745,38,4991
0.14439591765403748,0.14439591765403748,39,5119
0.14594611525535583,0.14594611525535583,40,5247
0.15145890414714813,0.15145890414714813,41,5375
0.1468755304813385,0.1468755304813385,42,5503
0.14939017593860626,0.14939017593860626,43,5631
0.15109075605869293,0.15109075605869293,44,5759
0.14902348816394806,0.14902348816394806,45,5887
0.149435892701149,0.149435892701149,46,6015
0.1495254933834076,0.1495254933834076,47,6143
0.14766211807727814,0.14766211807727814,48,6271
0.14194774627685547,0.14194774627685547,49,6399
0.1502479761838913,0.1502479761838913,50,6527
0.14733807742595673,0.14733807742595673,51,6655
0.14584456384181976,0.14584456384181976,52,6783
0.14440052211284637,0.14440052211284637,53,6911
0.14703452587127686,0.14703452587127686,54,7039
0.14344899356365204,0.14344899356365204,55,7167
0.14655233919620514,0.14655233919620514,56,7295
0.14845246076583862,0.14845246076583862,57,7423
0.14968787133693695,0.14968787133693695,58,7551
0.14385868608951569,0.14385868608951569,59,7679
0.14052917063236237,0.14052917063236237,60,7807
0.1444200575351715,0.1444200575351715,61,7935
0.14166595041751862,0.14166595041751862,62,8063
0.15038199722766876,0.15038199722766876,63,8191
0.14300984144210815,0.14300984144210815,64,8319
0.14493881165981293,0.14493881165981293,65,8447
0.14816299080848694,0.14816299080848694,66,8575
0.14487260580062866,0.14487260580062866,67,8703
0.14513199031352997,0.14513199031352997,68,8831
0.13977603614330292,0.13977603614330292,69,8959
0.14236517250537872,0.14236517250537872,70,9087
0.14075885713100433,0.14075885713100433,71,9215
0.1410111039876938,0.1410111039876938,72,9343
0.14741969108581543,0.14741969108581543,73,9471
0.14132632315158844,0.14132632315158844,74,9599
0.14480802416801453,0.14480802416801453,75,9727
0.1393895298242569,0.1393895298242569,76,9855
0.14005331695079803,0.14005331695079803,77,9983
0.14472389221191406,0.14472389221191406,78,10111
0.1407376378774643,0.1407376378774643,79,10239
0.13961344957351685,0.13961344957351685,80,10367
0.1412208378314972,0.1412208378314972,81,10495
0.1410306692123413,0.1410306692123413,82,10623
0.14119333028793335,0.14119333028793335,83,10751
0.14166341722011566,0.14166341722011566,84,10879
0.13805332779884338,0.13805332779884338,85,11007
0.14081396162509918,0.14081396162509918,86,11135
0.13648724555969238,0.13648724555969238,87,11263
0.1440420150756836,0.1440420150756836,88,11391
0.1361599713563919,0.1361599713563919,89,11519
0.13905993103981018,0.13905993103981018,90,11647
0.1379668265581131,0.1379668265581131,91,11775
0.13837605714797974,0.13837605714797974,92,11903
0.137117400765419,0.137117400765419,93,12031
0.14174509048461914,0.14174509048461914,94,12159
0.13960857689380646,0.13960857689380646,95,12287
0.13674987852573395,0.13674987852573395,96,12415
0.13969595730304718,0.13969595730304718,97,12543
0.14177948236465454,0.14177948236465454,98,12671
0.14220646023750305,0.14220646023750305,99,12799
0.13908474147319794,0.13908474147319794,100,12927
0.13972406089305878,0.13972406089305878,101,13055
0.13932420313358307,0.13932420313358307,102,13183
0.134767085313797,0.134767085313797,103,13311
0.1404189020395279,0.1404189020395279,104,13439
0.13903234899044037,0.13903234899044037,105,13567
0.1373220831155777,0.1373220831155777,106,13695
0.13745178282260895,0.13745178282260895,107,13823
0.14043913781642914,0.14043913781642914,108,13951
0.1405276358127594,0.1405276358127594,109,14079
0.13027440011501312,0.13027440011501312,110,14207
0.13874295353889465,0.13874295353889465,111,14335
0.13739411532878876,0.13739411532878876,112,14463
0.13904425501823425,0.13904425501823425,113,14591
0.14065711200237274,0.14065711200237274,114,14719
0.13676683604717255,0.13676683604717255,115,14847
0.13347509503364563,0.13347509503364563,116,14975
0.1333755999803543,0.1333755999803543,117,15103
0.1385211944580078,0.1385211944580078,118,15231
0.1352670043706894,0.1352670043706894,119,15359
0.13807518780231476,0.13807518780231476,120,15487
