train_loss,train_elbo_loss,epoch,step,val_ND_8.0,val_CRPS_8.0,val_NRMSE_8.0,val_ND_16.0,val_CRPS_16.0,val_NRMSE_16.0,val_ND_24.0,val_CRPS_24.0,val_NRMSE_24.0,val_ND_32.0,val_CRPS_32.0,val_NRMSE_32.0,val_ND_48.0,val_CRPS_48.0,val_NRMSE_48.0,val_ND_64.0,val_CRPS_64.0,val_NRMSE_64.0
0.08080261200666428,0.08080261200666428,26,3455,,,,,,,,,,,,,,,,,,
0.07716789096593857,0.07716789096593857,27,3583,,,,,,,,,,,,,,,,,,
0.07780736684799194,0.07780736684799194,28,3711,,,,,,,,,,,,,,,,,,
0.0753791481256485,0.0753791481256485,29,3839,,,,,,,,,,,,,,,,,,
0.0754847303032875,0.0754847303032875,30,3967,,,,,,,,,,,,,,,,,,
0.07298775017261505,0.07298775017261505,31,4095,,,,,,,,,,,,,,,,,,
0.07680835574865341,0.07680835574865341,32,4223,,,,,,,,,,,,,,,,,,
0.07446516305208206,0.07446516305208206,33,4351,,,,,,,,,,,,,,,,,,
0.0751088485121727,0.0751088485121727,34,4479,,,,,,,,,,,,,,,,,,
0.07608220726251602,0.07608220726251602,35,4607,,,,,,,,,,,,,,,,,,
0.0731121301651001,0.0731121301651001,36,4735,,,,,,,,,,,,,,,,,,
0.07333207875490189,0.07333207875490189,37,4863,,,,,,,,,,,,,,,,,,
0.07103408128023148,0.07103408128023148,38,4991,,,,,,,,,,,,,,,,,,
0.07220727205276489,0.07220727205276489,39,5119,,,,,,,,,,,,,,,,,,
0.0707470253109932,0.0707470253109932,40,5247,,,,,,,,,,,,,,,,,,
0.0739997923374176,0.0739997923374176,41,5375,,,,,,,,,,,,,,,,,,
0.06904422491788864,0.06904422491788864,42,5503,,,,,,,,,,,,,,,,,,
0.07239232957363129,0.07239232957363129,43,5631,,,,,,,,,,,,,,,,,,
0.0730287954211235,0.0730287954211235,44,5759,,,,,,,,,,,,,,,,,,
0.07193543761968613,0.07193543761968613,45,5887,,,,,,,,,,,,,,,,,,
0.07210522145032883,0.07210522145032883,46,6015,,,,,,,,,,,,,,,,,,
0.07065889239311218,0.07065889239311218,47,6143,,,,,,,,,,,,,,,,,,
0.07145645469427109,0.07145645469427109,48,6271,,,,,,,,,,,,,,,,,,
0.06908845156431198,0.06908845156431198,49,6399,0.14841359343021374,0.14400148199403154,0.4066804176872614,0.14969318700140483,0.14571647519602396,0.40173052986638175,0.1499293412136695,0.14678697799890006,0.40186749325185567,0.1500018557795413,0.147127104455239,0.40257039400997535,0.1498792900304861,0.14688838416322345,0.40485652276913775,0.1495808466606762,0.1464043979838805,0.4073776111239892
0.06980020552873611,0.06980020552873611,50,6527,,,,,,,,,,,,,,,,,,
0.07255706936120987,0.07255706936120987,51,6655,,,,,,,,,,,,,,,,,,
0.06848351657390594,0.06848351657390594,52,6783,,,,,,,,,,,,,,,,,,
0.07013104856014252,0.07013104856014252,53,6911,,,,,,,,,,,,,,,,,,
0.06895387172698975,0.06895387172698975,54,7039,,,,,,,,,,,,,,,,,,
0.06893391907215118,0.06893391907215118,55,7167,,,,,,,,,,,,,,,,,,
0.07042334228754044,0.07042334228754044,56,7295,,,,,,,,,,,,,,,,,,
0.07013293355703354,0.07013293355703354,57,7423,,,,,,,,,,,,,,,,,,
0.06907206028699875,0.06907206028699875,58,7551,,,,,,,,,,,,,,,,,,
0.06756940484046936,0.06756940484046936,59,7679,,,,,,,,,,,,,,,,,,
0.07359310239553452,0.07359310239553452,60,7807,,,,,,,,,,,,,,,,,,
0.0694974735379219,0.0694974735379219,61,7935,,,,,,,,,,,,,,,,,,
0.06853585690259933,0.06853585690259933,62,8063,,,,,,,,,,,,,,,,,,
0.067135751247406,0.067135751247406,63,8191,,,,,,,,,,,,,,,,,,
0.06935186684131622,0.06935186684131622,64,8319,,,,,,,,,,,,,,,,,,
0.06766897439956665,0.06766897439956665,65,8447,,,,,,,,,,,,,,,,,,
0.06768710166215897,0.06768710166215897,66,8575,,,,,,,,,,,,,,,,,,
0.0689682736992836,0.0689682736992836,67,8703,,,,,,,,,,,,,,,,,,
0.06870118528604507,0.06870118528604507,68,8831,,,,,,,,,,,,,,,,,,
0.06944335997104645,0.06944335997104645,69,8959,,,,,,,,,,,,,,,,,,
0.06611157208681107,0.06611157208681107,70,9087,,,,,,,,,,,,,,,,,,
0.06615667045116425,0.06615667045116425,71,9215,,,,,,,,,,,,,,,,,,
0.06689918786287308,0.06689918786287308,72,9343,,,,,,,,,,,,,,,,,,
0.06671248376369476,0.06671248376369476,73,9471,,,,,,,,,,,,,,,,,,
0.06572189182043076,0.06572189182043076,74,9599,,,,,,,,,,,,,,,,,,
0.0665292963385582,0.0665292963385582,75,9727,,,,,,,,,,,,,,,,,,
0.06446166336536407,0.06446166336536407,76,9855,,,,,,,,,,,,,,,,,,
0.06558622419834137,0.06558622419834137,77,9983,,,,,,,,,,,,,,,,,,
0.06853560358285904,0.06853560358285904,78,10111,,,,,,,,,,,,,,,,,,
0.06392405927181244,0.06392405927181244,79,10239,,,,,,,,,,,,,,,,,,
0.0676860436797142,0.0676860436797142,80,10367,,,,,,,,,,,,,,,,,,
0.06751418858766556,0.06751418858766556,81,10495,,,,,,,,,,,,,,,,,,
0.06693477928638458,0.06693477928638458,82,10623,,,,,,,,,,,,,,,,,,
0.06694061309099197,0.06694061309099197,83,10751,,,,,,,,,,,,,,,,,,
0.06371860951185226,0.06371860951185226,84,10879,,,,,,,,,,,,,,,,,,
0.06683874130249023,0.06683874130249023,85,11007,,,,,,,,,,,,,,,,,,
0.06275472044944763,0.06275472044944763,86,11135,,,,,,,,,,,,,,,,,,
0.06563105434179306,0.06563105434179306,87,11263,,,,,,,,,,,,,,,,,,
0.06665076315402985,0.06665076315402985,88,11391,,,,,,,,,,,,,,,,,,
0.06494531780481339,0.06494531780481339,89,11519,,,,,,,,,,,,,,,,,,
0.06507135927677155,0.06507135927677155,90,11647,,,,,,,,,,,,,,,,,,
0.06384047120809555,0.06384047120809555,91,11775,,,,,,,,,,,,,,,,,,
0.06410893052816391,0.06410893052816391,92,11903,,,,,,,,,,,,,,,,,,
0.06716261059045792,0.06716261059045792,93,12031,,,,,,,,,,,,,,,,,,
0.06455899775028229,0.06455899775028229,94,12159,,,,,,,,,,,,,,,,,,
0.0631592720746994,0.0631592720746994,95,12287,,,,,,,,,,,,,,,,,,
0.06370450556278229,0.06370450556278229,96,12415,,,,,,,,,,,,,,,,,,
0.06243307515978813,0.06243307515978813,97,12543,,,,,,,,,,,,,,,,,,
0.06344407051801682,0.06344407051801682,98,12671,,,,,,,,,,,,,,,,,,
0.06531674414873123,0.06531674414873123,99,12799,0.12404141581238384,0.11684238342151347,0.3703006368370147,0.12570371092171786,0.11924422949087515,0.37030993505729604,0.1261411978951528,0.11990832411952956,0.3710976259372686,0.12639548567363412,0.1196218412863563,0.37158050344119425,0.12692132359708064,0.11834467388045095,0.3726136332181598,0.12755807186493542,0.11718190810659442,0.3745844745425553
0.06452742964029312,0.06452742964029312,100,12927,,,,,,,,,,,,,,,,,,
0.06440061330795288,0.06440061330795288,101,13055,,,,,,,,,,,,,,,,,,
0.06474493443965912,0.06474493443965912,102,13183,,,,,,,,,,,,,,,,,,
0.06356338411569595,0.06356338411569595,103,13311,,,,,,,,,,,,,,,,,,
0.0643492192029953,0.0643492192029953,104,13439,,,,,,,,,,,,,,,,,,
0.061894286423921585,0.061894286423921585,105,13567,,,,,,,,,,,,,,,,,,
0.06311530619859695,0.06311530619859695,106,13695,,,,,,,,,,,,,,,,,,
0.0643509030342102,0.0643509030342102,107,13823,,,,,,,,,,,,,,,,,,
0.06375136226415634,0.06375136226415634,108,13951,,,,,,,,,,,,,,,,,,
0.06485375761985779,0.06485375761985779,109,14079,,,,,,,,,,,,,,,,,,
0.0646982342004776,0.0646982342004776,110,14207,,,,,,,,,,,,,,,,,,
0.06361471861600876,0.06361471861600876,111,14335,,,,,,,,,,,,,,,,,,
0.06378348171710968,0.06378348171710968,112,14463,,,,,,,,,,,,,,,,,,
0.061240844428539276,0.061240844428539276,113,14591,,,,,,,,,,,,,,,,,,
0.062099479138851166,0.062099479138851166,114,14719,,,,,,,,,,,,,,,,,,
0.06147969514131546,0.06147969514131546,115,14847,,,,,,,,,,,,,,,,,,
0.061530083417892456,0.061530083417892456,116,14975,,,,,,,,,,,,,,,,,,
0.06584882736206055,0.06584882736206055,117,15103,,,,,,,,,,,,,,,,,,
0.062296271324157715,0.062296271324157715,118,15231,,,,,,,,,,,,,,,,,,
0.06364551186561584,0.06364551186561584,119,15359,,,,,,,,,,,,,,,,,,
0.06051089987158775,0.06051089987158775,120,15487,,,,,,,,,,,,,,,,,,
0.06219583377242088,0.06219583377242088,121,15615,,,,,,,,,,,,,,,,,,
0.05951295420527458,0.05951295420527458,122,15743,,,,,,,,,,,,,,,,,,
0.06309802830219269,0.06309802830219269,123,15871,,,,,,,,,,,,,,,,,,
0.062436383217573166,0.062436383217573166,124,15999,,,,,,,,,,,,,,,,,,
0.061059582978487015,0.061059582978487015,125,16127,,,,,,,,,,,,,,,,,,
0.06125423684716225,0.06125423684716225,126,16255,,,,,,,,,,,,,,,,,,
0.06169043108820915,0.06169043108820915,127,16383,,,,,,,,,,,,,,,,,,
0.06198495626449585,0.06198495626449585,128,16511,,,,,,,,,,,,,,,,,,
0.06202800199389458,0.06202800199389458,129,16639,,,,,,,,,,,,,,,,,,
0.06452885270118713,0.06452885270118713,130,16767,,,,,,,,,,,,,,,,,,
0.06362491846084595,0.06362491846084595,131,16895,,,,,,,,,,,,,,,,,,
0.0614500418305397,0.0614500418305397,132,17023,,,,,,,,,,,,,,,,,,
0.06196802109479904,0.06196802109479904,133,17151,,,,,,,,,,,,,,,,,,
0.062061283737421036,0.062061283737421036,134,17279,,,,,,,,,,,,,,,,,,
0.0638035386800766,0.0638035386800766,135,17407,,,,,,,,,,,,,,,,,,
0.06140175461769104,0.06140175461769104,136,17535,,,,,,,,,,,,,,,,,,
0.060174185782670975,0.060174185782670975,137,17663,,,,,,,,,,,,,,,,,,
0.062175996601581573,0.062175996601581573,138,17791,,,,,,,,,,,,,,,,,,
0.06325677782297134,0.06325677782297134,139,17919,,,,,,,,,,,,,,,,,,
0.060408707708120346,0.060408707708120346,140,18047,,,,,,,,,,,,,,,,,,
0.061117980629205704,0.061117980629205704,141,18175,,,,,,,,,,,,,,,,,,
0.061755795031785965,0.061755795031785965,142,18303,,,,,,,,,,,,,,,,,,
0.06057855486869812,0.06057855486869812,143,18431,,,,,,,,,,,,,,,,,,
0.06143952161073685,0.06143952161073685,144,18559,,,,,,,,,,,,,,,,,,
0.0627642273902893,0.0627642273902893,145,18687,,,,,,,,,,,,,,,,,,
0.060288675129413605,0.060288675129413605,146,18815,,,,,,,,,,,,,,,,,,
0.06109057366847992,0.06109057366847992,147,18943,,,,,,,,,,,,,,,,,,
0.06054799631237984,0.06054799631237984,148,19071,,,,,,,,,,,,,,,,,,
0.06203732267022133,0.06203732267022133,149,19199,0.13062672397770653,0.12635518898593448,0.3868446377345559,0.13280115323844208,0.12955067516582713,0.38879675022061094,0.1329535074167192,0.13048177961893423,0.39033779191688167,0.1325099953412715,0.13038595014545654,0.3912084998116358,0.1314432471290703,0.12948795700925983,0.39205536968496607,0.13048102257569422,0.1286810174374178,0.392577778163132
0.05882226303219795,0.05882226303219795,150,19327,,,,,,,,,,,,,,,,,,
0.060910001397132874,0.060910001397132874,151,19455,,,,,,,,,,,,,,,,,,
0.06063066050410271,0.06063066050410271,152,19583,,,,,,,,,,,,,,,,,,
0.05932009220123291,0.05932009220123291,153,19711,,,,,,,,,,,,,,,,,,
0.06001599133014679,0.06001599133014679,154,19839,,,,,,,,,,,,,,,,,,
0.061667848378419876,0.061667848378419876,155,19967,,,,,,,,,,,,,,,,,,
0.06020592525601387,0.06020592525601387,156,20095,,,,,,,,,,,,,,,,,,
0.059704218059778214,0.059704218059778214,157,20223,,,,,,,,,,,,,,,,,,
0.0622585192322731,0.0622585192322731,158,20351,,,,,,,,,,,,,,,,,,
0.05951883643865585,0.05951883643865585,159,20479,,,,,,,,,,,,,,,,,,
0.06204494833946228,0.06204494833946228,160,20607,,,,,,,,,,,,,,,,,,
0.0619041882455349,0.0619041882455349,161,20735,,,,,,,,,,,,,,,,,,
0.059561338275671005,0.059561338275671005,162,20863,,,,,,,,,,,,,,,,,,
0.061121243983507156,0.061121243983507156,163,20991,,,,,,,,,,,,,,,,,,
0.060086678713560104,0.060086678713560104,164,21119,,,,,,,,,,,,,,,,,,
0.05936036258935928,0.05936036258935928,165,21247,,,,,,,,,,,,,,,,,,
0.06050654500722885,0.06050654500722885,166,21375,,,,,,,,,,,,,,,,,,
0.06034742295742035,0.06034742295742035,167,21503,,,,,,,,,,,,,,,,,,
0.05978977680206299,0.05978977680206299,168,21631,,,,,,,,,,,,,,,,,,
0.05939106270670891,0.05939106270670891,169,21759,,,,,,,,,,,,,,,,,,
0.06164255365729332,0.06164255365729332,170,21887,,,,,,,,,,,,,,,,,,
0.059817276895046234,0.059817276895046234,171,22015,,,,,,,,,,,,,,,,,,
0.05814411863684654,0.05814411863684654,172,22143,,,,,,,,,,,,,,,,,,
0.060165178030729294,0.060165178030729294,173,22271,,,,,,,,,,,,,,,,,,
0.05966475233435631,0.05966475233435631,174,22399,,,,,,,,,,,,,,,,,,
0.059605129063129425,0.059605129063129425,175,22527,,,,,,,,,,,,,,,,,,
0.060490649193525314,0.060490649193525314,176,22655,,,,,,,,,,,,,,,,,,
0.0595678873360157,0.0595678873360157,177,22783,,,,,,,,,,,,,,,,,,
0.05987810716032982,0.05987810716032982,178,22911,,,,,,,,,,,,,,,,,,
0.057741452008485794,0.057741452008485794,179,23039,,,,,,,,,,,,,,,,,,
0.05944309011101723,0.05944309011101723,180,23167,,,,,,,,,,,,,,,,,,
0.05931748449802399,0.05931748449802399,181,23295,,,,,,,,,,,,,,,,,,
0.05974074453115463,0.05974074453115463,182,23423,,,,,,,,,,,,,,,,,,
0.059151679277420044,0.059151679277420044,183,23551,,,,,,,,,,,,,,,,,,
0.0569804348051548,0.0569804348051548,184,23679,,,,,,,,,,,,,,,,,,
0.0572158582508564,0.0572158582508564,185,23807,,,,,,,,,,,,,,,,,,
0.059841275215148926,0.059841275215148926,186,23935,,,,,,,,,,,,,,,,,,
0.058249276131391525,0.058249276131391525,187,24063,,,,,,,,,,,,,,,,,,
0.05887685343623161,0.05887685343623161,188,24191,,,,,,,,,,,,,,,,,,
0.06095961481332779,0.06095961481332779,189,24319,,,,,,,,,,,,,,,,,,
0.06172775477170944,0.06172775477170944,190,24447,,,,,,,,,,,,,,,,,,
0.05809629708528519,0.05809629708528519,191,24575,,,,,,,,,,,,,,,,,,
0.06187380477786064,0.06187380477786064,192,24703,,,,,,,,,,,,,,,,,,
0.0579940490424633,0.0579940490424633,193,24831,,,,,,,,,,,,,,,,,,
0.058242104947566986,0.058242104947566986,194,24959,,,,,,,,,,,,,,,,,,
0.06115644797682762,0.06115644797682762,195,25087,,,,,,,,,,,,,,,,,,
0.058134254068136215,0.058134254068136215,196,25215,,,,,,,,,,,,,,,,,,
0.06071481108665466,0.06071481108665466,197,25343,,,,,,,,,,,,,,,,,,
0.058237917721271515,0.058237917721271515,198,25471,,,,,,,,,,,,,,,,,,
0.05890857055783272,0.05890857055783272,199,25599,0.11888440000752981,0.11351697179960683,0.3767657686083689,0.1210311812090891,0.11695381987477783,0.37841199378950074,0.12159486359154947,0.1181123779594614,0.3802045334600619,0.12156779683119659,0.11819984165366934,0.3815533422362503,0.12116720618099662,0.11756299708648552,0.38349261255984635,0.12063872625903421,0.1168733655577671,0.3856071696276742
0.058044347912073135,0.058044347912073135,200,25727,,,,,,,,,,,,,,,,,,
0.06038237735629082,0.06038237735629082,201,25855,,,,,,,,,,,,,,,,,,
0.05921201407909393,0.05921201407909393,202,25983,,,,,,,,,,,,,,,,,,
0.060236696153879166,0.060236696153879166,203,26111,,,,,,,,,,,,,,,,,,
0.05802467092871666,0.05802467092871666,204,26239,,,,,,,,,,,,,,,,,,
0.05729763209819794,0.05729763209819794,205,26367,,,,,,,,,,,,,,,,,,
0.05731765553355217,0.05731765553355217,206,26495,,,,,,,,,,,,,,,,,,
0.057981234043836594,0.057981234043836594,207,26623,,,,,,,,,,,,,,,,,,
0.05825864523649216,0.05825864523649216,208,26751,,,,,,,,,,,,,,,,,,
0.05748778209090233,0.05748778209090233,209,26879,,,,,,,,,,,,,,,,,,
0.06074611842632294,0.06074611842632294,210,27007,,,,,,,,,,,,,,,,,,
0.05848017707467079,0.05848017707467079,211,27135,,,,,,,,,,,,,,,,,,
0.05655974894762039,0.05655974894762039,212,27263,,,,,,,,,,,,,,,,,,
0.057784225791692734,0.057784225791692734,213,27391,,,,,,,,,,,,,,,,,,
0.0576542504131794,0.0576542504131794,214,27519,,,,,,,,,,,,,,,,,,
0.05765799805521965,0.05765799805521965,215,27647,,,,,,,,,,,,,,,,,,
0.05874098464846611,0.05874098464846611,216,27775,,,,,,,,,,,,,,,,,,
0.05872923880815506,0.05872923880815506,217,27903,,,,,,,,,,,,,,,,,,
0.05837305635213852,0.05837305635213852,218,28031,,,,,,,,,,,,,,,,,,
0.05614618957042694,0.05614618957042694,219,28159,,,,,,,,,,,,,,,,,,
0.05887407064437866,0.05887407064437866,220,28287,,,,,,,,,,,,,,,,,,
0.05671583116054535,0.05671583116054535,221,28415,,,,,,,,,,,,,,,,,,
0.05836780369281769,0.05836780369281769,222,28543,,,,,,,,,,,,,,,,,,
0.057820625603199005,0.057820625603199005,223,28671,,,,,,,,,,,,,,,,,,
0.06099289283156395,0.06099289283156395,224,28799,,,,,,,,,,,,,,,,,,
0.059085663408041,0.059085663408041,225,28927,,,,,,,,,,,,,,,,,,
0.05950060486793518,0.05950060486793518,226,29055,,,,,,,,,,,,,,,,,,
0.05844791978597641,0.05844791978597641,227,29183,,,,,,,,,,,,,,,,,,
0.057607900351285934,0.057607900351285934,228,29311,,,,,,,,,,,,,,,,,,
0.05738132447004318,0.05738132447004318,229,29439,,,,,,,,,,,,,,,,,,
0.05818904936313629,0.05818904936313629,230,29567,,,,,,,,,,,,,,,,,,
0.05647294223308563,0.05647294223308563,231,29695,,,,,,,,,,,,,,,,,,
0.05839753895998001,0.05839753895998001,232,29823,,,,,,,,,,,,,,,,,,
0.05688698962330818,0.05688698962330818,233,29951,,,,,,,,,,,,,,,,,,
0.057287707924842834,0.057287707924842834,234,30079,,,,,,,,,,,,,,,,,,
0.05819366127252579,0.05819366127252579,235,30207,,,,,,,,,,,,,,,,,,
0.05896471068263054,0.05896471068263054,236,30335,,,,,,,,,,,,,,,,,,
0.057011302560567856,0.057011302560567856,237,30463,,,,,,,,,,,,,,,,,,
0.056504372507333755,0.056504372507333755,238,30591,,,,,,,,,,,,,,,,,,
0.058922622352838516,0.058922622352838516,239,30719,,,,,,,,,,,,,,,,,,
0.05657742917537689,0.05657742917537689,240,30847,,,,,,,,,,,,,,,,,,
0.05615800619125366,0.05615800619125366,241,30975,,,,,,,,,,,,,,,,,,
0.05812226980924606,0.05812226980924606,242,31103,,,,,,,,,,,,,,,,,,
0.05606980249285698,0.05606980249285698,243,31231,,,,,,,,,,,,,,,,,,
0.0585823655128479,0.0585823655128479,244,31359,,,,,,,,,,,,,,,,,,
0.058941688388586044,0.058941688388586044,245,31487,,,,,,,,,,,,,,,,,,
0.05675665661692619,0.05675665661692619,246,31615,,,,,,,,,,,,,,,,,,
0.05836435407400131,0.05836435407400131,247,31743,,,,,,,,,,,,,,,,,,
0.05682042986154556,0.05682042986154556,248,31871,,,,,,,,,,,,,,,,,,
0.05727342516183853,0.05727342516183853,249,31999,0.1422208634862775,0.13737410377773157,0.42132485339809883,0.14450695734502134,0.140386178945947,0.42452827169204665,0.1451057925717132,0.1412384941141311,0.42623684003776874,0.14514660998747503,0.14104350717122338,0.4272235702374207,0.14463319505148067,0.13966714558756776,0.4284393743822568,0.1435058007696675,0.13804061812511892,0.42957595699581386
0.058005448430776596,0.058005448430776596,250,32127,,,,,,,,,,,,,,,,,,
0.056346770375967026,0.056346770375967026,251,32255,,,,,,,,,,,,,,,,,,
0.0569356232881546,0.0569356232881546,252,32383,,,,,,,,,,,,,,,,,,
0.0574701726436615,0.0574701726436615,253,32511,,,,,,,,,,,,,,,,,,
0.057719793170690536,0.057719793170690536,254,32639,,,,,,,,,,,,,,,,,,
0.05503958463668823,0.05503958463668823,255,32767,,,,,,,,,,,,,,,,,,
0.057528674602508545,0.057528674602508545,256,32895,,,,,,,,,,,,,,,,,,
0.057355575263500214,0.057355575263500214,257,33023,,,,,,,,,,,,,,,,,,
0.058193836361169815,0.058193836361169815,258,33151,,,,,,,,,,,,,,,,,,
0.056152086704969406,0.056152086704969406,259,33279,,,,,,,,,,,,,,,,,,
0.05596715956926346,0.05596715956926346,260,33407,,,,,,,,,,,,,,,,,,
0.05491796135902405,0.05491796135902405,261,33535,,,,,,,,,,,,,,,,,,
0.058094143867492676,0.058094143867492676,262,33663,,,,,,,,,,,,,,,,,,
0.05674125626683235,0.05674125626683235,263,33791,,,,,,,,,,,,,,,,,,
0.05877924710512161,0.05877924710512161,264,33919,,,,,,,,,,,,,,,,,,
0.05703160539269447,0.05703160539269447,265,34047,,,,,,,,,,,,,,,,,,
0.05483456328511238,0.05483456328511238,266,34175,,,,,,,,,,,,,,,,,,
0.055792272090911865,0.055792272090911865,267,34303,,,,,,,,,,,,,,,,,,
0.05600546672940254,0.05600546672940254,268,34431,,,,,,,,,,,,,,,,,,
0.05487692356109619,0.05487692356109619,269,34559,,,,,,,,,,,,,,,,,,
0.05471905320882797,0.05471905320882797,270,34687,,,,,,,,,,,,,,,,,,
0.057760387659072876,0.057760387659072876,271,34815,,,,,,,,,,,,,,,,,,
0.0558629147708416,0.0558629147708416,272,34943,,,,,,,,,,,,,,,,,,
0.05569199100136757,0.05569199100136757,273,35071,,,,,,,,,,,,,,,,,,
0.05724054202437401,0.05724054202437401,274,35199,,,,,,,,,,,,,,,,,,
0.05678790062665939,0.05678790062665939,275,35327,,,,,,,,,,,,,,,,,,
0.055172715336084366,0.055172715336084366,276,35455,,,,,,,,,,,,,,,,,,
0.05515231937170029,0.05515231937170029,277,35583,,,,,,,,,,,,,,,,,,
0.055838875472545624,0.055838875472545624,278,35711,,,,,,,,,,,,,,,,,,
0.056176844984292984,0.056176844984292984,279,35839,,,,,,,,,,,,,,,,,,
0.055301688611507416,0.055301688611507416,280,35967,,,,,,,,,,,,,,,,,,
0.057805728167295456,0.057805728167295456,281,36095,,,,,,,,,,,,,,,,,,
0.05582501366734505,0.05582501366734505,282,36223,,,,,,,,,,,,,,,,,,
0.05757265165448189,0.05757265165448189,283,36351,,,,,,,,,,,,,,,,,,
0.057336073368787766,0.057336073368787766,284,36479,,,,,,,,,,,,,,,,,,
0.057088688015937805,0.057088688015937805,285,36607,,,,,,,,,,,,,,,,,,
0.05465075001120567,0.05465075001120567,286,36735,,,,,,,,,,,,,,,,,,
0.05833545699715614,0.05833545699715614,287,36863,,,,,,,,,,,,,,,,,,
0.05794970318675041,0.05794970318675041,288,36991,,,,,,,,,,,,,,,,,,
0.057367295026779175,0.057367295026779175,289,37119,,,,,,,,,,,,,,,,,,
0.05712965875864029,0.05712965875864029,290,37247,,,,,,,,,,,,,,,,,,
0.05570138618350029,0.05570138618350029,291,37375,,,,,,,,,,,,,,,,,,
0.05605161190032959,0.05605161190032959,292,37503,,,,,,,,,,,,,,,,,,
0.05672256276011467,0.05672256276011467,293,37631,,,,,,,,,,,,,,,,,,
0.05636899545788765,0.05636899545788765,294,37759,,,,,,,,,,,,,,,,,,
0.05440286174416542,0.05440286174416542,295,37887,,,,,,,,,,,,,,,,,,
0.05522503703832626,0.05522503703832626,296,38015,,,,,,,,,,,,,,,,,,
0.05608011409640312,0.05608011409640312,297,38143,,,,,,,,,,,,,,,,,,
0.05426113307476044,0.05426113307476044,298,38271,,,,,,,,,,,,,,,,,,
0.056698281317949295,0.056698281317949295,299,38399,0.13868781136060068,0.13377325114091312,0.4125385429559948,0.13907869940388767,0.1350707567298868,0.41245457950108233,0.1391019460082877,0.1351122951314168,0.4129520269163277,0.13874641407850005,0.13430299056162698,0.4133152658126924,0.13752204130658172,0.13189613551634444,0.4134240731554489,0.13589664209868568,0.12946288885289103,0.41335380645940123
0.055982109159231186,0.055982109159231186,300,38527,,,,,,,,,,,,,,,,,,
0.0577571801841259,0.0577571801841259,301,38655,,,,,,,,,,,,,,,,,,
0.05307306721806526,0.05307306721806526,302,38783,,,,,,,,,,,,,,,,,,
0.05617702379822731,0.05617702379822731,303,38911,,,,,,,,,,,,,,,,,,
0.055918559432029724,0.055918559432029724,304,39039,,,,,,,,,,,,,,,,,,
0.055943336337804794,0.055943336337804794,305,39167,,,,,,,,,,,,,,,,,,
0.05658069998025894,0.05658069998025894,306,39295,,,,,,,,,,,,,,,,,,
0.05542968958616257,0.05542968958616257,307,39423,,,,,,,,,,,,,,,,,,
0.05567294359207153,0.05567294359207153,308,39551,,,,,,,,,,,,,,,,,,
0.055978499352931976,0.055978499352931976,309,39679,,,,,,,,,,,,,,,,,,
