train_loss,train_elbo_loss,epoch,step,val_ND_2.0,val_CRPS_2.0,val_NRMSE_2.0,val_ND_4.0,val_CRPS_4.0,val_NRMSE_4.0,val_ND_8.0,val_CRPS_8.0,val_NRMSE_8.0,val_ND_16.0,val_CRPS_16.0,val_NRMSE_16.0,val_ND_24.0,val_CRPS_24.0,val_NRMSE_24.0,val_ND_32.0,val_CRPS_32.0,val_NRMSE_32.0,val_ND_48.0,val_CRPS_48.0,val_NRMSE_48.0,val_ND_64.0,val_CRPS_64.0,val_NRMSE_64.0
0.14795148372650146,0.14795148372650146,48,6271,,,,,,,,,,,,,,,,,,,,,,,,
0.14603637158870697,0.14603637158870697,49,6399,0.6568015068635003,0.5216153400753532,1.2400619921914056,0.6961725775853392,0.5473004111257891,1.3135973084898942,0.789925015883971,0.6372973847414924,1.5019418524563868,0.9289972930959103,0.7813081146172465,1.7787679402073644,1.0395867377395875,0.8947256424178486,2.0097100261840484,1.1303625371933095,0.9800217047975688,2.1976102060548772,1.2311025378486995,1.0529106663455372,2.419655980236865,1.2660080267906972,1.0993409938819207,2.636933037324673
0.14471225440502167,0.14471225440502167,50,6527,,,,,,,,,,,,,,,,,,,,,,,,
0.14557196199893951,0.14557196199893951,51,6655,,,,,,,,,,,,,,,,,,,,,,,,
0.14733640849590302,0.14733640849590302,52,6783,,,,,,,,,,,,,,,,,,,,,,,,
0.14702649414539337,0.14702649414539337,53,6911,,,,,,,,,,,,,,,,,,,,,,,,
0.14297521114349365,0.14297521114349365,54,7039,,,,,,,,,,,,,,,,,,,,,,,,
0.14668694138526917,0.14668694138526917,55,7167,,,,,,,,,,,,,,,,,,,,,,,,
0.1447402387857437,0.1447402387857437,56,7295,,,,,,,,,,,,,,,,,,,,,,,,
0.1425415724515915,0.1425415724515915,57,7423,,,,,,,,,,,,,,,,,,,,,,,,
0.1444687694311142,0.1444687694311142,58,7551,,,,,,,,,,,,,,,,,,,,,,,,
0.14360588788986206,0.14360588788986206,59,7679,,,,,,,,,,,,,,,,,,,,,,,,
0.14473281800746918,0.14473281800746918,60,7807,,,,,,,,,,,,,,,,,,,,,,,,
0.1411847323179245,0.1411847323179245,61,7935,,,,,,,,,,,,,,,,,,,,,,,,
0.1424243003129959,0.1424243003129959,62,8063,,,,,,,,,,,,,,,,,,,,,,,,
0.13988280296325684,0.13988280296325684,63,8191,,,,,,,,,,,,,,,,,,,,,,,,
0.1401149481534958,0.1401149481534958,64,8319,,,,,,,,,,,,,,,,,,,,,,,,
0.1391727775335312,0.1391727775335312,65,8447,,,,,,,,,,,,,,,,,,,,,,,,
0.14020602405071259,0.14020602405071259,66,8575,,,,,,,,,,,,,,,,,,,,,,,,
0.1382812261581421,0.1382812261581421,67,8703,,,,,,,,,,,,,,,,,,,,,,,,
0.1418651044368744,0.1418651044368744,68,8831,,,,,,,,,,,,,,,,,,,,,,,,
0.14086422324180603,0.14086422324180603,69,8959,,,,,,,,,,,,,,,,,,,,,,,,
0.13745105266571045,0.13745105266571045,70,9087,,,,,,,,,,,,,,,,,,,,,,,,
0.13733647763729095,0.13733647763729095,71,9215,,,,,,,,,,,,,,,,,,,,,,,,
0.1373254805803299,0.1373254805803299,72,9343,,,,,,,,,,,,,,,,,,,,,,,,
0.1390925794839859,0.1390925794839859,73,9471,,,,,,,,,,,,,,,,,,,,,,,,
0.13863299787044525,0.13863299787044525,74,9599,,,,,,,,,,,,,,,,,,,,,,,,
0.1357300579547882,0.1357300579547882,75,9727,,,,,,,,,,,,,,,,,,,,,,,,
0.13801425695419312,0.13801425695419312,76,9855,,,,,,,,,,,,,,,,,,,,,,,,
0.13515587151050568,0.13515587151050568,77,9983,,,,,,,,,,,,,,,,,,,,,,,,
0.13452205061912537,0.13452205061912537,78,10111,,,,,,,,,,,,,,,,,,,,,,,,
0.13452929258346558,0.13452929258346558,79,10239,,,,,,,,,,,,,,,,,,,,,,,,
0.1359434723854065,0.1359434723854065,80,10367,,,,,,,,,,,,,,,,,,,,,,,,
0.13480347394943237,0.13480347394943237,81,10495,,,,,,,,,,,,,,,,,,,,,,,,
0.1349921077489853,0.1349921077489853,82,10623,,,,,,,,,,,,,,,,,,,,,,,,
0.13412638008594513,0.13412638008594513,83,10751,,,,,,,,,,,,,,,,,,,,,,,,
0.13589748740196228,0.13589748740196228,84,10879,,,,,,,,,,,,,,,,,,,,,,,,
0.1324319839477539,0.1324319839477539,85,11007,,,,,,,,,,,,,,,,,,,,,,,,
0.1330692619085312,0.1330692619085312,86,11135,,,,,,,,,,,,,,,,,,,,,,,,
0.13421392440795898,0.13421392440795898,87,11263,,,,,,,,,,,,,,,,,,,,,,,,
0.13311004638671875,0.13311004638671875,88,11391,,,,,,,,,,,,,,,,,,,,,,,,
0.13103222846984863,0.13103222846984863,89,11519,,,,,,,,,,,,,,,,,,,,,,,,
0.1319429874420166,0.1319429874420166,90,11647,,,,,,,,,,,,,,,,,,,,,,,,
0.13398848474025726,0.13398848474025726,91,11775,,,,,,,,,,,,,,,,,,,,,,,,
0.13250809907913208,0.13250809907913208,92,11903,,,,,,,,,,,,,,,,,,,,,,,,
0.13252484798431396,0.13252484798431396,93,12031,,,,,,,,,,,,,,,,,,,,,,,,
0.1321663111448288,0.1321663111448288,94,12159,,,,,,,,,,,,,,,,,,,,,,,,
0.1334732323884964,0.1334732323884964,95,12287,,,,,,,,,,,,,,,,,,,,,,,,
0.13246290385723114,0.13246290385723114,96,12415,,,,,,,,,,,,,,,,,,,,,,,,
0.13319306075572968,0.13319306075572968,97,12543,,,,,,,,,,,,,,,,,,,,,,,,
0.1307452768087387,0.1307452768087387,98,12671,,,,,,,,,,,,,,,,,,,,,,,,
0.130686953663826,0.130686953663826,99,12799,0.6732750742548016,0.5338510978185768,1.2782728581478948,0.7243564151486499,0.567150059808569,1.370978591927941,0.7908869240023343,0.6294365046914512,1.4980313515637806,0.902343775760378,0.7525506795929379,1.7374337534354354,1.003588801724623,0.8640055873145611,1.967629744619438,1.0894568924362174,0.9424247555096336,2.1422738941632646,1.196779788870772,1.0098220741624513,2.3422924899764683,1.2564664925894804,1.0789026389621346,2.5846911383652595
0.13092143833637238,0.13092143833637238,100,12927,,,,,,,,,,,,,,,,,,,,,,,,
0.13125847280025482,0.13125847280025482,101,13055,,,,,,,,,,,,,,,,,,,,,,,,
0.12991513311862946,0.12991513311862946,102,13183,,,,,,,,,,,,,,,,,,,,,,,,
0.12885256111621857,0.12885256111621857,103,13311,,,,,,,,,,,,,,,,,,,,,,,,
0.1291591078042984,0.1291591078042984,104,13439,,,,,,,,,,,,,,,,,,,,,,,,
0.12894034385681152,0.12894034385681152,105,13567,,,,,,,,,,,,,,,,,,,,,,,,
0.13047796487808228,0.13047796487808228,106,13695,,,,,,,,,,,,,,,,,,,,,,,,
0.13028791546821594,0.13028791546821594,107,13823,,,,,,,,,,,,,,,,,,,,,,,,
0.12798276543617249,0.12798276543617249,108,13951,,,,,,,,,,,,,,,,,,,,,,,,
0.12864504754543304,0.12864504754543304,109,14079,,,,,,,,,,,,,,,,,,,,,,,,
0.12816652655601501,0.12816652655601501,110,14207,,,,,,,,,,,,,,,,,,,,,,,,
0.12848487496376038,0.12848487496376038,111,14335,,,,,,,,,,,,,,,,,,,,,,,,
0.12856027483940125,0.12856027483940125,112,14463,,,,,,,,,,,,,,,,,,,,,,,,
0.1283940076828003,0.1283940076828003,113,14591,,,,,,,,,,,,,,,,,,,,,,,,
0.12910892069339752,0.12910892069339752,114,14719,,,,,,,,,,,,,,,,,,,,,,,,
0.1266627460718155,0.1266627460718155,115,14847,,,,,,,,,,,,,,,,,,,,,,,,
0.1285708099603653,0.1285708099603653,116,14975,,,,,,,,,,,,,,,,,,,,,,,,
0.12586192786693573,0.12586192786693573,117,15103,,,,,,,,,,,,,,,,,,,,,,,,
0.12764567136764526,0.12764567136764526,118,15231,,,,,,,,,,,,,,,,,,,,,,,,
0.12729506194591522,0.12729506194591522,119,15359,,,,,,,,,,,,,,,,,,,,,,,,
0.1271267831325531,0.1271267831325531,120,15487,,,,,,,,,,,,,,,,,,,,,,,,
0.12664644420146942,0.12664644420146942,121,15615,,,,,,,,,,,,,,,,,,,,,,,,
0.12691166996955872,0.12691166996955872,122,15743,,,,,,,,,,,,,,,,,,,,,,,,
0.12614688277244568,0.12614688277244568,123,15871,,,,,,,,,,,,,,,,,,,,,,,,
0.12481334805488586,0.12481334805488586,124,15999,,,,,,,,,,,,,,,,,,,,,,,,
0.12535621225833893,0.12535621225833893,125,16127,,,,,,,,,,,,,,,,,,,,,,,,
0.12572816014289856,0.12572816014289856,126,16255,,,,,,,,,,,,,,,,,,,,,,,,
0.12619422376155853,0.12619422376155853,127,16383,,,,,,,,,,,,,,,,,,,,,,,,
0.12488730996847153,0.12488730996847153,128,16511,,,,,,,,,,,,,,,,,,,,,,,,
0.12243930995464325,0.12243930995464325,129,16639,,,,,,,,,,,,,,,,,,,,,,,,
0.12573286890983582,0.12573286890983582,130,16767,,,,,,,,,,,,,,,,,,,,,,,,
0.12541484832763672,0.12541484832763672,131,16895,,,,,,,,,,,,,,,,,,,,,,,,
0.12633900344371796,0.12633900344371796,132,17023,,,,,,,,,,,,,,,,,,,,,,,,
0.12617456912994385,0.12617456912994385,133,17151,,,,,,,,,,,,,,,,,,,,,,,,
0.12351075559854507,0.12351075559854507,134,17279,,,,,,,,,,,,,,,,,,,,,,,,
0.12298501282930374,0.12298501282930374,135,17407,,,,,,,,,,,,,,,,,,,,,,,,
0.12512162327766418,0.12512162327766418,136,17535,,,,,,,,,,,,,,,,,,,,,,,,
0.12320089340209961,0.12320089340209961,137,17663,,,,,,,,,,,,,,,,,,,,,,,,
0.12476938962936401,0.12476938962936401,138,17791,,,,,,,,,,,,,,,,,,,,,,,,
0.12277679145336151,0.12277679145336151,139,17919,,,,,,,,,,,,,,,,,,,,,,,,
0.12416640669107437,0.12416640669107437,140,18047,,,,,,,,,,,,,,,,,,,,,,,,
0.12443700432777405,0.12443700432777405,141,18175,,,,,,,,,,,,,,,,,,,,,,,,
0.1218675896525383,0.1218675896525383,142,18303,,,,,,,,,,,,,,,,,,,,,,,,
0.12420865148305893,0.12420865148305893,143,18431,,,,,,,,,,,,,,,,,,,,,,,,
0.1234963983297348,0.1234963983297348,144,18559,,,,,,,,,,,,,,,,,,,,,,,,
0.1223808005452156,0.1223808005452156,145,18687,,,,,,,,,,,,,,,,,,,,,,,,
0.12277723848819733,0.12277723848819733,146,18815,,,,,,,,,,,,,,,,,,,,,,,,
0.12149709463119507,0.12149709463119507,147,18943,,,,,,,,,,,,,,,,,,,,,,,,
0.12225720286369324,0.12225720286369324,148,19071,,,,,,,,,,,,,,,,,,,,,,,,
0.12282323837280273,0.12282323837280273,149,19199,0.6237276906057638,0.5080642025759805,1.3132014903590086,0.6452246314871345,0.5039712429053391,1.2798954134076552,0.6959683315435385,0.5377333395655216,1.3220306232304395,0.7967417873208277,0.6315755734504315,1.4979909539202385,0.8797375185245075,0.7235525782728286,1.6760765791007193,0.991418985332975,0.838404811786894,1.9173196252604336,1.0965628842748798,0.929729916575736,2.147718190557744,1.148182622367051,0.9834081066744889,2.347969413648029
0.12094221264123917,0.12094221264123917,150,19327,,,,,,,,,,,,,,,,,,,,,,,,
0.12187536060810089,0.12187536060810089,151,19455,,,,,,,,,,,,,,,,,,,,,,,,
0.12183205038309097,0.12183205038309097,152,19583,,,,,,,,,,,,,,,,,,,,,,,,
0.1216733455657959,0.1216733455657959,153,19711,,,,,,,,,,,,,,,,,,,,,,,,
0.12138137221336365,0.12138137221336365,154,19839,,,,,,,,,,,,,,,,,,,,,,,,
0.12134471535682678,0.12134471535682678,155,19967,,,,,,,,,,,,,,,,,,,,,,,,
0.12005697190761566,0.12005697190761566,156,20095,,,,,,,,,,,,,,,,,,,,,,,,
0.12231036275625229,0.12231036275625229,157,20223,,,,,,,,,,,,,,,,,,,,,,,,
0.12118900567293167,0.12118900567293167,158,20351,,,,,,,,,,,,,,,,,,,,,,,,
0.11963669210672379,0.11963669210672379,159,20479,,,,,,,,,,,,,,,,,,,,,,,,
0.12087179720401764,0.12087179720401764,160,20607,,,,,,,,,,,,,,,,,,,,,,,,
0.12277257442474365,0.12277257442474365,161,20735,,,,,,,,,,,,,,,,,,,,,,,,
0.12096528708934784,0.12096528708934784,162,20863,,,,,,,,,,,,,,,,,,,,,,,,
0.122768335044384,0.122768335044384,163,20991,,,,,,,,,,,,,,,,,,,,,,,,
0.12063398957252502,0.12063398957252502,164,21119,,,,,,,,,,,,,,,,,,,,,,,,
0.1186961680650711,0.1186961680650711,165,21247,,,,,,,,,,,,,,,,,,,,,,,,
0.12031279504299164,0.12031279504299164,166,21375,,,,,,,,,,,,,,,,,,,,,,,,
0.12103452533483505,0.12103452533483505,167,21503,,,,,,,,,,,,,,,,,,,,,,,,
0.11882287263870239,0.11882287263870239,168,21631,,,,,,,,,,,,,,,,,,,,,,,,
0.12068195641040802,0.12068195641040802,169,21759,,,,,,,,,,,,,,,,,,,,,,,,
0.11815206706523895,0.11815206706523895,170,21887,,,,,,,,,,,,,,,,,,,,,,,,
0.1183912456035614,0.1183912456035614,171,22015,,,,,,,,,,,,,,,,,,,,,,,,
0.11812572926282883,0.11812572926282883,172,22143,,,,,,,,,,,,,,,,,,,,,,,,
0.12015977501869202,0.12015977501869202,173,22271,,,,,,,,,,,,,,,,,,,,,,,,
0.11818903684616089,0.11818903684616089,174,22399,,,,,,,,,,,,,,,,,,,,,,,,
0.12050832808017731,0.12050832808017731,175,22527,,,,,,,,,,,,,,,,,,,,,,,,
0.11841350793838501,0.11841350793838501,176,22655,,,,,,,,,,,,,,,,,,,,,,,,
0.11779946088790894,0.11779946088790894,177,22783,,,,,,,,,,,,,,,,,,,,,,,,
0.11966855078935623,0.11966855078935623,178,22911,,,,,,,,,,,,,,,,,,,,,,,,
0.1189626008272171,0.1189626008272171,179,23039,,,,,,,,,,,,,,,,,,,,,,,,
0.12047470360994339,0.12047470360994339,180,23167,,,,,,,,,,,,,,,,,,,,,,,,
0.11855284124612808,0.11855284124612808,181,23295,,,,,,,,,,,,,,,,,,,,,,,,
0.11939165741205215,0.11939165741205215,182,23423,,,,,,,,,,,,,,,,,,,,,,,,
0.11847829818725586,0.11847829818725586,183,23551,,,,,,,,,,,,,,,,,,,,,,,,
0.11780929565429688,0.11780929565429688,184,23679,,,,,,,,,,,,,,,,,,,,,,,,
0.11801011115312576,0.11801011115312576,185,23807,,,,,,,,,,,,,,,,,,,,,,,,
0.11886296421289444,0.11886296421289444,186,23935,,,,,,,,,,,,,,,,,,,,,,,,
0.11685332655906677,0.11685332655906677,187,24063,,,,,,,,,,,,,,,,,,,,,,,,
0.11922667920589447,0.11922667920589447,188,24191,,,,,,,,,,,,,,,,,,,,,,,,
0.11819978803396225,0.11819978803396225,189,24319,,,,,,,,,,,,,,,,,,,,,,,,
0.11720004677772522,0.11720004677772522,190,24447,,,,,,,,,,,,,,,,,,,,,,,,
0.11753754317760468,0.11753754317760468,191,24575,,,,,,,,,,,,,,,,,,,,,,,,
0.11700849235057831,0.11700849235057831,192,24703,,,,,,,,,,,,,,,,,,,,,,,,
0.11672930419445038,0.11672930419445038,193,24831,,,,,,,,,,,,,,,,,,,,,,,,
0.11906132847070694,0.11906132847070694,194,24959,,,,,,,,,,,,,,,,,,,,,,,,
0.11665342003107071,0.11665342003107071,195,25087,,,,,,,,,,,,,,,,,,,,,,,,
0.11770956963300705,0.11770956963300705,196,25215,,,,,,,,,,,,,,,,,,,,,,,,
0.11622647941112518,0.11622647941112518,197,25343,,,,,,,,,,,,,,,,,,,,,,,,
0.11679857224225998,0.11679857224225998,198,25471,,,,,,,,,,,,,,,,,,,,,,,,
0.11687886714935303,0.11687886714935303,199,25599,0.6603986040302217,0.5276150049963327,1.2816982848204306,0.7319157066021669,0.5678470552070293,1.3721915549681751,0.8354651742557306,0.6555272838102364,1.5594403203359253,1.0049417901704354,0.8300293989809903,1.8878894126289905,1.1693984958811736,1.0088806267879684,2.2120848927277903,1.3254099727822335,1.1727827778679547,2.5120663946859594,1.450494108960353,1.30771401089045,2.811501554304312,1.4907221425533965,1.356283216348941,3.034556095217227
0.11572436988353729,0.11572436988353729,200,25727,,,,,,,,,,,,,,,,,,,,,,,,
0.11803173273801804,0.11803173273801804,201,25855,,,,,,,,,,,,,,,,,,,,,,,,
0.11628594994544983,0.11628594994544983,202,25983,,,,,,,,,,,,,,,,,,,,,,,,
0.1152883768081665,0.1152883768081665,203,26111,,,,,,,,,,,,,,,,,,,,,,,,
0.11421775072813034,0.11421775072813034,204,26239,,,,,,,,,,,,,,,,,,,,,,,,
0.11702731251716614,0.11702731251716614,205,26367,,,,,,,,,,,,,,,,,,,,,,,,
0.11517912149429321,0.11517912149429321,206,26495,,,,,,,,,,,,,,,,,,,,,,,,
0.1167462095618248,0.1167462095618248,207,26623,,,,,,,,,,,,,,,,,,,,,,,,
0.11437737941741943,0.11437737941741943,208,26751,,,,,,,,,,,,,,,,,,,,,,,,
0.1158902570605278,0.1158902570605278,209,26879,,,,,,,,,,,,,,,,,,,,,,,,
0.11829321831464767,0.11829321831464767,210,27007,,,,,,,,,,,,,,,,,,,,,,,,
0.11599626392126083,0.11599626392126083,211,27135,,,,,,,,,,,,,,,,,,,,,,,,
0.1150890588760376,0.1150890588760376,212,27263,,,,,,,,,,,,,,,,,,,,,,,,
0.11568932235240936,0.11568932235240936,213,27391,,,,,,,,,,,,,,,,,,,,,,,,
0.11402979493141174,0.11402979493141174,214,27519,,,,,,,,,,,,,,,,,,,,,,,,
0.11693549156188965,0.11693549156188965,215,27647,,,,,,,,,,,,,,,,,,,,,,,,
0.11590609699487686,0.11590609699487686,216,27775,,,,,,,,,,,,,,,,,,,,,,,,
0.11585121601819992,0.11585121601819992,217,27903,,,,,,,,,,,,,,,,,,,,,,,,
0.11477532237768173,0.11477532237768173,218,28031,,,,,,,,,,,,,,,,,,,,,,,,
0.11508301645517349,0.11508301645517349,219,28159,,,,,,,,,,,,,,,,,,,,,,,,
0.11422130465507507,0.11422130465507507,220,28287,,,,,,,,,,,,,,,,,,,,,,,,
0.11416780948638916,0.11416780948638916,221,28415,,,,,,,,,,,,,,,,,,,,,,,,
0.1138836145401001,0.1138836145401001,222,28543,,,,,,,,,,,,,,,,,,,,,,,,
0.1136070117354393,0.1136070117354393,223,28671,,,,,,,,,,,,,,,,,,,,,,,,
0.11631951481103897,0.11631951481103897,224,28799,,,,,,,,,,,,,,,,,,,,,,,,
0.11527513712644577,0.11527513712644577,225,28927,,,,,,,,,,,,,,,,,,,,,,,,
0.11554411798715591,0.11554411798715591,226,29055,,,,,,,,,,,,,,,,,,,,,,,,
0.11496149748563766,0.11496149748563766,227,29183,,,,,,,,,,,,,,,,,,,,,,,,
0.11764073371887207,0.11764073371887207,228,29311,,,,,,,,,,,,,,,,,,,,,,,,
0.11662298440933228,0.11662298440933228,229,29439,,,,,,,,,,,,,,,,,,,,,,,,
0.11367793381214142,0.11367793381214142,230,29567,,,,,,,,,,,,,,,,,,,,,,,,
0.11470063030719757,0.11470063030719757,231,29695,,,,,,,,,,,,,,,,,,,,,,,,
0.11509294807910919,0.11509294807910919,232,29823,,,,,,,,,,,,,,,,,,,,,,,,
0.11395619809627533,0.11395619809627533,233,29951,,,,,,,,,,,,,,,,,,,,,,,,
0.11576879024505615,0.11576879024505615,234,30079,,,,,,,,,,,,,,,,,,,,,,,,
0.11516288667917252,0.11516288667917252,235,30207,,,,,,,,,,,,,,,,,,,,,,,,
0.11326864361763,0.11326864361763,236,30335,,,,,,,,,,,,,,,,,,,,,,,,
0.11410409212112427,0.11410409212112427,237,30463,,,,,,,,,,,,,,,,,,,,,,,,
0.11274269223213196,0.11274269223213196,238,30591,,,,,,,,,,,,,,,,,,,,,,,,
0.1135990098118782,0.1135990098118782,239,30719,,,,,,,,,,,,,,,,,,,,,,,,
0.11500311642885208,0.11500311642885208,240,30847,,,,,,,,,,,,,,,,,,,,,,,,
0.11363887041807175,0.11363887041807175,241,30975,,,,,,,,,,,,,,,,,,,,,,,,
0.11397918313741684,0.11397918313741684,242,31103,,,,,,,,,,,,,,,,,,,,,,,,
0.11450749635696411,0.11450749635696411,243,31231,,,,,,,,,,,,,,,,,,,,,,,,
0.11359281092882156,0.11359281092882156,244,31359,,,,,,,,,,,,,,,,,,,,,,,,
0.11427541077136993,0.11427541077136993,245,31487,,,,,,,,,,,,,,,,,,,,,,,,
0.11149521917104721,0.11149521917104721,246,31615,,,,,,,,,,,,,,,,,,,,,,,,
0.1145823672413826,0.1145823672413826,247,31743,,,,,,,,,,,,,,,,,,,,,,,,
0.11322683095932007,0.11322683095932007,248,31871,,,,,,,,,,,,,,,,,,,,,,,,
0.11319663375616074,0.11319663375616074,249,31999,0.6256576891038521,0.5069452013925042,1.2875965486407537,0.661831856128484,0.5150039883967439,1.2943138289165343,0.7187613093437287,0.5535610740793379,1.353993042605572,0.8616275084355096,0.6834258903275523,1.6185374585106436,1.0042521796496453,0.8378818884091405,1.9139690692596534,1.1796420864035049,1.0275961201329185,2.262569330725308,1.3312368552781233,1.1940444476989232,2.6301438393577103,1.3824216838995294,1.2463113054068093,2.86837638772266
0.11179571598768234,0.11179571598768234,250,32127,,,,,,,,,,,,,,,,,,,,,,,,
0.1110735535621643,0.1110735535621643,251,32255,,,,,,,,,,,,,,,,,,,,,,,,
0.11457459628582001,0.11457459628582001,252,32383,,,,,,,,,,,,,,,,,,,,,,,,
0.1115947812795639,0.1115947812795639,253,32511,,,,,,,,,,,,,,,,,,,,,,,,
0.11434023827314377,0.11434023827314377,254,32639,,,,,,,,,,,,,,,,,,,,,,,,
0.11358477920293808,0.11358477920293808,255,32767,,,,,,,,,,,,,,,,,,,,,,,,
0.11094930022954941,0.11094930022954941,256,32895,,,,,,,,,,,,,,,,,,,,,,,,
0.11129104346036911,0.11129104346036911,257,33023,,,,,,,,,,,,,,,,,,,,,,,,
0.11192521452903748,0.11192521452903748,258,33151,,,,,,,,,,,,,,,,,,,,,,,,
0.11198212951421738,0.11198212951421738,259,33279,,,,,,,,,,,,,,,,,,,,,,,,
0.11206291615962982,0.11206291615962982,260,33407,,,,,,,,,,,,,,,,,,,,,,,,
0.1133638545870781,0.1133638545870781,261,33535,,,,,,,,,,,,,,,,,,,,,,,,
0.11351454257965088,0.11351454257965088,262,33663,,,,,,,,,,,,,,,,,,,,,,,,
0.11168515682220459,0.11168515682220459,263,33791,,,,,,,,,,,,,,,,,,,,,,,,
0.11273497343063354,0.11273497343063354,264,33919,,,,,,,,,,,,,,,,,,,,,,,,
0.11036312580108643,0.11036312580108643,265,34047,,,,,,,,,,,,,,,,,,,,,,,,
