train_loss,train_elbo_loss,epoch,step
0.485905259847641,0.485905259847641,0,127
0.2544671297073364,0.2544671297073364,1,255
0.20736169815063477,0.20736169815063477,2,383
0.19267691671848297,0.19267691671848297,3,511
0.1830642819404602,0.1830642819404602,4,639
0.17212648689746857,0.17212648689746857,5,767
0.15511982142925262,0.15511982142925262,6,895
0.15595389902591705,0.15595389902591705,7,1023
0.15145783126354218,0.15145783126354218,8,1151
0.14211252331733704,0.14211252331733704,9,1279
0.14485347270965576,0.14485347270965576,10,1407
0.13793475925922394,0.13793475925922394,11,1535
0.13616716861724854,0.13616716861724854,12,1663
0.13489344716072083,0.13489344716072083,13,1791
0.1253102570772171,0.1253102570772171,14,1919
0.12806040048599243,0.12806040048599243,15,2047
0.13488638401031494,0.13488638401031494,16,2175
0.12917524576187134,0.12917524576187134,17,2303
0.12714926898479462,0.12714926898479462,18,2431
0.12124363332986832,0.12124363332986832,19,2559
0.12293026596307755,0.12293026596307755,20,2687
0.12201468646526337,0.12201468646526337,21,2815
0.12203683704137802,0.12203683704137802,22,2943
0.1254548877477646,0.1254548877477646,23,3071
0.12703025341033936,0.12703025341033936,24,3199
0.11529216170310974,0.11529216170310974,25,3327
0.11532552540302277,0.11532552540302277,26,3455
0.11356645077466965,0.11356645077466965,27,3583
0.11903494596481323,0.11903494596481323,28,3711
0.10995969921350479,0.10995969921350479,29,3839
0.1103166863322258,0.1103166863322258,30,3967
0.1063871756196022,0.1063871756196022,31,4095
0.11339403688907623,0.11339403688907623,32,4223
0.10937632620334625,0.10937632620334625,33,4351
0.11145438998937607,0.11145438998937607,34,4479
0.1116660013794899,0.1116660013794899,35,4607
0.10845860838890076,0.10845860838890076,36,4735
0.10853229463100433,0.10853229463100433,37,4863
0.1051609218120575,0.1051609218120575,38,4991
0.10453047603368759,0.10453047603368759,39,5119
0.10412337630987167,0.10412337630987167,40,5247
0.10859689116477966,0.10859689116477966,41,5375
0.10094296932220459,0.10094296932220459,42,5503
0.10910571366548538,0.10910571366548538,43,5631
0.10604708641767502,0.10604708641767502,44,5759
0.10509923845529556,0.10509923845529556,45,5887
0.10494984686374664,0.10494984686374664,46,6015
0.10418818145990372,0.10418818145990372,47,6143
0.10588609427213669,0.10588609427213669,48,6271
0.10203461349010468,0.10203461349010468,49,6399
0.10424978286027908,0.10424978286027908,50,6527
0.10299745947122574,0.10299745947122574,51,6655
0.10089048743247986,0.10089048743247986,52,6783
0.10123634338378906,0.10123634338378906,53,6911
0.1030372753739357,0.1030372753739357,54,7039
0.10260700434446335,0.10260700434446335,55,7167
0.10183563083410263,0.10183563083410263,56,7295
0.10082712024450302,0.10082712024450302,57,7423
0.10090819746255875,0.10090819746255875,58,7551
0.1040683165192604,0.1040683165192604,59,7679
0.0972915068268776,0.0972915068268776,60,7807
0.10188371688127518,0.10188371688127518,61,7935
0.10094079375267029,0.10094079375267029,62,8063
0.10109736025333405,0.10109736025333405,63,8191
0.09768560528755188,0.09768560528755188,64,8319
0.10291670262813568,0.10291670262813568,65,8447
0.10223746299743652,0.10223746299743652,66,8575
0.10180379450321198,0.10180379450321198,67,8703
0.09922134131193161,0.09922134131193161,68,8831
0.09779376536607742,0.09779376536607742,69,8959
0.09898113459348679,0.09898113459348679,70,9087
0.09855253994464874,0.09855253994464874,71,9215
0.09716489911079407,0.09716489911079407,72,9343
